,message,target,source,short
551,This may be the only bad film he ever made.  ,0,imdb,bad film  
552,So bad...well...it's just bad.  ,0,imdb,bad bad  
553,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,imdb,movie solid example bad plot bad idea way  
554,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,imdb,shame good actor like Thomerson James living mess like  
555,I thought it was bad.  ,0,imdb,think bad  
556,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,imdb,film terrible credit version watchable  
557,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,imdb,let start problemsthe acting especially lead professor bad  
558,The script is a big flawed mess.  ,0,imdb,script big flawed mess  
559,The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,imdb,good example dumb writing establish turn zombie student human remove necklace contain piece meteorite  
560,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie Grim, clearly doesn't know how to pace his films.  ",0,imdb,director paul matthews write direct weak monster movie grim clearly know pace film  
561,The movie is terribly boring in places.  ,0,imdb,movie terribly boring place  
562,The lighting is awful.  ,0,imdb,lighting awful  
563,The film looks cheap and bland.  ,0,imdb,film look cheap bland  
564,One of the most disappointing aspects is the lack of notable gore.  ,0,imdb,disappointing aspect lack notable gore  
565,"This convention never worked well in the past, and certainly doesn't work here.  ",0,imdb,convention work past certainly work  
566,The visual effects were AWFUL.  ,0,imdb,visual effect AWFUL  
567,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,imdb,cg open sequence space look like create microsoft slideshow god sake  
568,The explosion of the Gas tanks at the end was just as awful.  ,0,imdb,explosion Gas tank end awful  
569,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,imdb,okay like consider fair critic credit credit creature effect actually pretty cool  
570,"Gotta love those close-ups of slimy, drooling teeth!  ",1,imdb,got to love close up slimy drool tooth  
571,"To sum the film up, Breeders is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,imdb,sum film breeders terrible cheaply horror movie avoid like ebola virus  
572,Not recommended.  ,0,imdb,recommend  
573,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,imdb,unbearable watch screen little charisma terrible comedic timing  
574,"Aside from it's terrible lead, this film has loads of other debits.  ",0,imdb,aside terrible lead film load debit  
575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,imdb,understand suppose cheap popcorn comedy mean completely insult intelligence write incredibly hackneye border offensive  
576,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,imdb,lewis black considerable talent waste incendiary unrestrained pg-13 rating certainly will allow  
577,The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,imdb,film sole bright spot jonah hill look unrecognizable fan recent Superbad weight lose interim  
578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,imdb,originality freshness movie spend remake little offer  
579,The budget was evidently very limited.  ,0,imdb,budget evidently limited  
580,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,imdb,reflect cast par script borrow early classic  
581,"However, here there was no decent acting, action or location work to balance things up.  ",0,imdb,decent acting action location work balance thing  
582,Filmiing was less expansive.  ,0,imdb,filmiing expansive  
583,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,imdb,fail convey broad sweep landscape great original  
584,Generally; it just lacked imagination.  ,0,imdb,generally lack imagination  
585,Not recommended.  ,0,imdb,recommend  
586,Is it possible for a movie to get any worse than this?  ,0,imdb,possible movie bad  
587,There is no plot here to keep you going in the first place.  ,0,imdb,plot go place  
588,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,imdb,woman finally sign improvement expected thing happen time film far asleep  
589,"Beware: this is not a trashy cult movie, this is trash -period!  ",0,imdb,beware trashy cult movie trash -period  
590,I can't believe there's even a sequel to this!  ,0,imdb,believe sequel  
591,Which is precisely why I am giving it such a bad review!  ,0,imdb,precisely give bad review  
592,"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,imdb,child truly enjoy proudly enjoy big time classical WB cartoon  
593,"But Tiny Toons kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,imdb,tiny toon keep vibe deliver popular funny underrated cartoon create  
594,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,imdb,memory murky enjoy single episode product relate  
595,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,imdb,easily cartoon laugh tender way get dark sitcom orient teenager  
596,The characters were all funny and had the peculiarity of not having a true lead character.  ,1,imdb,character funny peculiarity have true lead character  
597,Every single character was hilarious and deserved to be called a lead.  ,1,imdb,single character hilarious deserve call lead  
598,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,imdb,element story excessively phony contrive painful sit  
599,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,imdb,line WRITTEN year old try oh hard sound like year old um know talk  
600,Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,imdb,perabo nice energy level obviously comfortable camera  
601,There is simply no excuse for something this poorly done.  ,0,imdb,simply excuse poorly  
602,I saw this movie and I thought this is a stupid movie.  ,0,imdb,see movie think stupid movie  
603,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,imdb,stupid think idea volcano los angeles  
604,"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,imdb,honest unbelievable nonsense foolish  
605,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,imdb,conclusion bother movie volcano los angeles nonsense  
606,The story line is just awful!  ,0,imdb,story line awful  
607,It's just painful!  ,0,imdb,painful  
608,And the accents are absolutely abysmal!  ,0,imdb,accent absolutely abysmal  
609,There's also enough hypocrisy in this film to make me vomit.  ,0,imdb,hypocrisy film vomit  
610,Don't waste your time watching this rubbish non-researched film.  ,0,imdb,waste time watch rubbish non researched film  
611,I believe that Pitch Black was done well.  ,1,imdb,believe pitch black  
612,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,imdb,character interesting want find long movie go think people surprised  
613,Go watch it!  ,1,imdb,watch  
614,Omit watching this.  ,0,imdb,omit watch  
615,VERY funny!  ,1,imdb,funny  
616,My rating: just 3 out of 10.  ,0,imdb,rating  
617,The characters are interesting and you really care for them.  ,1,imdb,character interesting care  
618,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,imdb,instant classic great soundtrack catchy song end credit  
619,Don't miss it.  ,1,imdb,miss  
620,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,imdb,masterful piece film making theme simmer occasionally boil wart study poet bohemian self indulgent wartime year span aerial bombardment London outward tranquillity Welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism self sacrifice  
621,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,imdb,mature subtle script suggest occasionally bring dramatic focus underlie tension serve perfect performance apart odd inappropriate smile keira knightley prone direction time character mention  
622,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,imdb,exquisite visual composition moment inventive elegant use close camera angle lighting include pointillistic faux home movie footage wonder joy behold  
623,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,imdb,continuously beautiful look Bertolucci relationship convincing narrative engaging master work  
624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,imdb,basic premise waste sideline inexplicable focus documentary crew  
625,"Regardless, the film fails on most levels.  ",0,imdb,regardless film fail level  
626,Avoid at all costs.  ,0,imdb,avoid cost  
627,"I saw this film over Christmas, and what a great film it was!  ",1,imdb,see film Christmas great film  
628,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,imdb,think errol flynn brilliant custer favourite actor  
629,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,imdb,acting alongside olivia de havilland brilliant ending fantastic  
630,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,imdb,know errol flynn brilliant actor dad favourite actor grow watch film child  
631,But it wasn't until I watched this film that I realised how great he actually was.  ,1,imdb,watch film realise great actually  
632,I'll give this film 10 out of 10!  ,1,imdb,film  
633,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,imdb,know jim o'connor energetic George dull  
634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb,want host voice over monotonous involve guest  
635,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,imdb,lovely little thriller Hitchcock lot nice shenanigan surround murder spy kidnap child nasty church foreign plot random taxidermist  
636,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,imdb,jimmy stewart great hero Hitchcock story rip cool climax embassy function lack brood menace Hitchcock black white low budget original  
637,Nevertheless yet another wonderful film from the great master's stable.  ,1,imdb,wonderful film great master stable  
638,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,imdb,film excellently produce top rating typical sci fi film  
639,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,imdb,excellently produce sci fi good producer scot vandiver  
640,"But it is entertaining, nonetheless.  ",1,imdb,entertain nonetheless  
641,It's a campy sort of film that's a joy to watch.  ,1,imdb,campy sort film joy watch  
642,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,imdb,barely boring moment film plenty humorous part  
643,The cast is always entertaining as usual.  ,1,imdb,cast entertaining usual  
644,"Overall, a delight!  ",1,imdb,overall delight  
645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,imdb,movie mind bendingly awful create  
646,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,imdb,film lack real scare tension medical terminology bit iffy insulin dependant diabetic  
647,The least said about the acting the better.  ,0,imdb,say act well  
648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,imdb,movie excellent job reveal complexity task incredible challenge face south africa  
649,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,imdb,believe movie think people outside south africa understand past attempt truth reconciliation process  
650,Nothing short of magnificent photography/cinematography in this film.  ,1,imdb,short magnificent photography cinematography film  
651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,imdb,acting fantastic story seamlessly weave dog splendid rent view  
652,Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,imdb,afraid subtitle worth little aversion therapy 10/10  
653,Excellent performance.  ,1,imdb,excellent performance  
654,There still are good actors around!  ,1,imdb,good actor  
655,Also great directing and photography.  ,1,imdb,great directing photography  
656,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,imdb,true shakespear shakespear fan  
657,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,imdb,Macbeth jason connery move tear final monolog brief candle out)he give sphere moral decay dark force human face make interesting  
658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,imdb,helen baxendale credible lady Macbeth cheerfull time look like naughty girl deadly taste blood evil  
659,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,imdb,love death decay Shakespears lyric  
660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,imdb,witty delightful adaptation dr seuss book brilliantly animate UPA fine thoroughly deserve academy award  
661,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,imdb,special mention superb music score sound effect integral element help memorable enjoyable cartoon  
662,However Paul Schrader has indeed made a film about Mishima that is both superb & complex.  ,1,imdb,paul schrader film Mishima superb complex  
663,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,imdb,notable john bailey fine crisp beautifully color cinematography great production design costume eiko ishioka go memorable costume coppola dracula receive deserved Oscar  
664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,imdb,allow poor production value time format kind mini series baaaaaad  
665,"Unless you're just out to visually collect all extant films of Austen's work, you can skip this one.  ",0,imdb,visually collect extant film Austen work skip  
666,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,imdb,watch small consolation actress play Anne sister wonderful job role  
667,It is not good.  ,0,imdb,good  
668,"Speaking of the music, it is unbearably predictably and kitchy.  ",0,imdb,speak music unbearably predictably kitchy  
669,Then the film just dropped the ball.  ,0,imdb,film drop ball  
670,This is a stunning movie.  ,1,imdb,stunning movie  
671,Raw and sublimely moving.  ,1,imdb,raw sublimely move  
672,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,imdb,feel like gripping intelligent stage play overly theatrical feel actually get watch people stage play terror white lie escalate monstrous consequence  
673,All of the main players are mesmerising.  ,1,imdb,main player mesmerise  
674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,imdb,tom wilkinson break heart end judging fumble hankie hand go face male female alike  
675,Julian Fellowes has triumphed again.  ,1,imdb,julian fellowes triumph  
676,He's a national treasure.  ,1,imdb,national treasure  
677,GO AND SEE IT!  ,1,imdb, 
678,This is an excellent film.  ,1,imdb,excellent film  
679,The aerial scenes were well-done.  ,1,imdb,aerial scene  
680,It was also the right balance of war and love.  ,1,imdb,right balance war love  
681,"The film gives meaning to the phrase, Never in the history of human conflict has so much been owed by so many to so few.  ",1,imdb,film give meaning phrase history human conflict owe  
682,Kris Kristoffersen is good in this movie and really makes a difference.  ,1,imdb,kris kristoffersen good movie make difference  
683,A good film by a great director!  ,1,imdb,good film great director  
684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,imdb,definitely well documentary see look family relationship marriage  
685,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,imdb,continuity error user comment different car garage Joe glass get fact Joe facial hair configuration change scene scene  
686,This is just a great movie.  ,1,imdb,great movie  
687,10 out of 10 stars.  ,1,imdb,star  
688,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,imdb,movie inspiration come overcome fear rejection  
689,It's so bad it's actually worth seeing just for that reason.  ,0,imdb,bad actually worth see reason  
690,Punishment Park is a brilliant piece of cinema.  ,1,imdb,punishment Park brilliant piece cinema  
691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,imdb,shoot southern california desert patent faux documentary style Watkins create film like  
692,This is one of Peter Watkins most accessible films.  ,1,imdb,peter watkins accessible film  
693,I advise you to look out for it.  ,1,imdb,advise look  
694,You wont regret it!  ,1,imdb,will not regret  
695,Highly recommended A+  ,1,imdb,highly recommend a+  
696,Well... Just if you keep thinking how bad it is.  ,0,imdb,think bad  
697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,imdb,mediocre miserable hollow laughable predictable piece garbage  
698,It's a case of 'so bad it is laughable'.  ,0,imdb,case bad laughable  
699,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,imdb,bad performance play angela bennett computer expert home time  
700,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,imdb,film pretext ridiculous action scene  
701,How awful she is!  ,0,imdb,awful  
702,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,imdb,bad actress repeat robotic face move picture  
703,"The results, well, are a shame.  ",0,imdb,result shame  
704,DELETE this film from your mind!  ,0,imdb,DELETE film mind  
705,One of the worst shows of all time.  ,0,imdb,bad show time  
706,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,imdb,begin smart ass ed comment totally wall uncalled  
707,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,imdb,fat computer geek unbelievable bible thumper bad ass girl actor  
708,Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,imdb,hear Cole totally unbelievable  
709,"Every time he opened his mouth you expect to hear, you see kids... Pulling the plug was a mercy killing for this horrible show.  ",0,imdb,time open mouth expect hear kid pull plug mercy kill horrible  
710,The stories were as unbelievable as the actors.  ,0,imdb,story unbelievable actor  
711,Lame would be the best way to describe it.  ,0,imdb,lame good way describe  
712,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,imdb,stanwyck Morgan perfectly cast way modern equivalent Dickens christmas carol sensibility  
713,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,imdb,success film depend casting sydney greenstreet alexander yardley character  
714,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,imdb,attractive set film eye please gem  
715,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,imdb,be big fan RPG game movie disgrace self respect rpger  
716,"The lines, the cuts, the audio, everything is wrong.  ",0,imdb,line cut audio wrong  
717,You can find better movies at youtube.  ,0,imdb,find well movie youtube  
718,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,imdb,line waste time money bad come  
719,A Lassie movie which should have been put to sleep.... FOREVER.  ,0,imdb,Lassie movie sleep FOREVER  
720,That's how I'd describe this painfully dreary time-waster of a film.  ,0,imdb,describe painfully dreary time waster film  
721,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,imdb,mediocre aspect dull uninteresting mess forgettable movie see  
722,It isn't even an achievement as a so-bad-it's-good or so-bad-it's-memorable movie.  ,0,imdb,achievement bad it's good bad it's memorable movie  
723,"It's an empty, hollow shell of a movie.  ",0,imdb,hollow shell movie  
724,"Seriously, it's not worth wasting your, or your kid's time on.  ",0,imdb,seriously worth waste kid time  
725,"Avoid, avoid, avoid!  ",0,imdb,avoid avoid avoid  
726,It will drive you barking mad!  ,0,imdb,drive bark mad  
727,The transfers are very good.  ,1,imdb,transfer good  
728,Very nice and relaxing late night viewing.  ,1,imdb,nice relax late night view  
729,The movie is full of wonderful dancing (hence the title!  ,1,imdb,movie wonderful dancing title  
730,") some great music, and terrific scenery.  ",1,imdb,great music terrific scenery  
731,"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,imdb,handle tough issue dignity grace course shocking spoiler  
732,") a happy, wonderful, feel good ending!  ",1,imdb,happy wonderful feel good ending  
733,"The point is the journey, a journey that touches every member of the family.  ",1,imdb,point journey journey touch member family  
734,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,imdb,movie need come tv mind fact memorize  
735,Nothing new there.  ,0,imdb,new  
736,That was done in the second movie.  ,0,imdb,second movie  
737,The movie has almost no action scenes in it and very little comedy.  ,0,imdb,movie action scene little comedy  
738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,imdb,plot hole pair fishnet stocking direction editing astonishingly ham fiste  
739,What on earth is Irons doing in this film?  ,0,imdb,earth irons film  
740,I just saw this film and I recommend it.  ,1,imdb,see film recommend  
741,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,imdb,good plot hold complete attention acting superb tom wilkinson fantastic emily watson good  
742,"A very good film indeed, about great and unconditional love.  ",1,imdb,good film great unconditional love  
743,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,imdb,tom wilkinson character man prepared ordeal begin take matter hand story progress great actor give performance make feel character anguish suffering  
744,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,imdb,emily watson character strong quick glance understand  
745,"Despite the pans of reviewers, I liked this movie.  ",1,imdb,despite pan reviewer like movie  
746,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,imdb,fact like well interview vampire like lestat stuart townsend well Cruise attempt  
747,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,imdb,Aailiyah pretty good Akasha place compelling entrance mini dance scene  
748,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,imdb,big fan series anne rice style sensitivity treatment  
749,I guess I liked the details of his dysfunction--he was believable.  ,1,imdb,guess like detail dysfunction believable  
750,The football scenes at the end were perplexing.  ,0,imdb,football scene end perplex  
751,But I thought his acting was skilled.  ,1,imdb,think acting skilled  
752,Meredith M was better than all right.  ,1,imdb,meredith m well right  
753,A very charming film with wonderful sentiment and heart.  ,1,imdb,charming film wonderful sentiment heart  
754,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,imdb,rare film maker take time tell worthy moral tale care love fall trap overly syrupy indulgent  
755,Nine out of ten for a truly lovely film.  ,1,imdb,truly lovely film  
756,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,imdb,early film future goremeister lucio fulci good addition giallo sub genre  
757,This is one of the best Italian thrillers of the early 70's.  ,1,imdb,good Italian thriller early  
758,A standout scene.  ,1,imdb,standout scene  
759,This scene is very strong and unpleasant.  ,0,imdb,scene strong unpleasant  
760,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,imdb,technically film impressive camera work solid acting effective music riz ortolani  particularly good recur unaccompanied female vocal sound like come distant hill  
761,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,imdb,wild stuff highly recommend fan giallo cinema  
762,The movie was very interesting from beginning to the end.  ,1,imdb,movie interesting begin end  
763,I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,imdb,like way dustin hoffman character ready stay son  
764,This movie is also revealing.  ,1,imdb,movie reveal  
765,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,imdb,personally think show people learn find compromise self involve people issue  
766,And it was boring.  ,0,imdb,boring  
767,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,imdb,tired clichés lazy writing come thick fast  
768,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,imdb,PS scene movie cool central character find room blow  
769,"It's a fresh, subtle, and rather sublime effect.  ",1,imdb,fresh subtle sublime effect  
770,"An Italian reviewer called this a small, great film, and that's right.  ",1,imdb,Italian reviewer call small great film right  
771,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,imdb,actor wonderful performance especially jennifer rubin jamie harris change nervous starlet beginning strange event cool star  
772,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,imdb,learn lot real inside emotion people movie lot movie business  
773,The movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating.  ,1,imdb,movie movie situation beginning game play act coach fascinating  
774,Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,imdb,music mark snow possibly good score hear  
775,You won't forget this movie!  ,1,imdb,will forget movie  
776,Why was this film made?  ,0,imdb,film  
777,The film has an ultra-cheap look to it.  ,0,imdb,film ultra cheap look  
778,The result is a film that just don't look right.  ,0,imdb,result film look right  
779,None of them are engaging or exciting.  ,0,imdb,engage exciting  
780,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,imdb,plot nonsense interest slight way uniqueness  
781,The Foreigner is not worth one second of your time.  ,0,imdb,Foreigner worth second time  
782,"I saw it as a child on TV back in 1973, when it was The Stranger and I loved it.  ",1,imdb,see child tv Stranger love  
783,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,imdb,duet astronaut doctor beginning movie perfect exchange consider movie cold war astronaut big fear crash USSR  
784,This movie is so awesome!  ,1,imdb,movie awesome  
785,"I loved it, it was really scary.  ",1,imdb,love scary  
786,I love the Scream movies and all horror movies and this one ranks way up there.  ,1,imdb,love Scream movie horror movie rank way  
787,If you want a real scare rent this one!  ,1,imdb,want real scare rent  
788,10/10  ,1,imdb,10/10  
789,This is an extraordinary film.  ,1,imdb,extraordinary film  
790,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,imdb,courtroom drama compelling indictment American justice system frightening  
791,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,imdb,film highlight fundamental flaw legal process discover guilt innocence present well court  
792,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,imdb,film pace understated good courtroom documentary see  
793,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,imdb,routine fact base tv drama get boost fine performance Cole  
794,"Predictable, but not a bad watch.  ",1,imdb,predictable bad watch  
795,It was clear that she had the range and ability to pull off this part.  ,1,imdb,clear range ability pull  
796,She carries the movie well.  ,1,imdb,carry movie  
797,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,imdb,constantine give right intensity good understanding underlying psychological motivation  
798,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,imdb,wonderful inspiring watch hope get release video dvd  
799,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,imdb,piece trash release acting story character supposedly special effect etc wrong  
800,"In fact, this stinker smells like a direct-to-video release.  ",0,imdb,fact stinker smell like direct video release  
801,Avoid at ALL costs!  ,0,imdb,avoid cost  
802,Star Trek V The final Frontier is the worst in the series.  ,0,imdb,star trek v final Frontier bad series  
803,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,imdb,acting involve include like Shatner Nimoy bad wash make old look real life special effect tacky like Spock rescue Kirk jet pack fall mountain  
804,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,imdb,attempt humor pitiful story awful dosen't bear think basically involve Vulcan steal enterprise find god seriously care film oh mention Uhura belly dance distract male guard  
805,The only place good for this film is in the garbage.  ,0,imdb,place good film garbage  
806,The worst one of the series.  ,0,imdb,bad series  
807,Editing: The editing of this film was phenomenal in my opinion.  ,1,imdb,editing editing film phenomenal opinion  
